Image_ID,True_Label,Fake_Votes,Real_Votes,Total_Votes,Fake_Pct,Disagreement
633,Real,0,36,36,0.0,0.0
634,Real,0,36,36,0.0,0.0
604,Real,0,36,36,0.0,0.0
605,Real,0,36,36,0.0,0.0
606,Real,0,35,35,0.0,0.0
607,Real,0,36,36,0.0,0.0
609,Real,0,36,36,0.0,0.0
744,Real,0,34,34,0.0,0.0
746,Real,0,34,34,0.0,0.0
747,Real,0,36,36,0.0,0.0
723,Real,0,36,36,0.0,0.0
726,Real,0,36,36,0.0,0.0
988,Real,0,36,36,0.0,0.0
989,Real,0,35,35,0.0,0.0
957,Real,0,36,36,0.0,0.0
958,Real,0,36,36,0.0,0.0
959,Real,0,36,36,0.0,0.0
961,Real,0,36,36,0.0,0.0
963,Real,0,36,36,0.0,0.0
964,Real,0,36,36,0.0,0.0
965,Real,0,36,36,0.0,0.0
966,Real,0,36,36,0.0,0.0
968,Real,0,34,34,0.0,0.0
969,Real,0,36,36,0.0,0.0
970,Real,0,36,36,0.0,0.0
972,Real,0,36,36,0.0,0.0
973,Real,0,36,36,0.0,0.0
942,Real,0,36,36,0.0,0.0
1000,Real,0,36,36,0.0,0.0
1001,Real,0,34,34,0.0,0.0
1002,Real,0,35,35,0.0,0.0
1003,Real,0,36,36,0.0,0.0
1004,Real,0,35,35,0.0,0.0
1006,Real,0,36,36,0.0,0.0
974,Real,0,36,36,0.0,0.0
975,Real,0,35,35,0.0,0.0
978,Real,0,36,36,0.0,0.0
979,Real,0,35,35,0.0,0.0
980,Real,0,35,35,0.0,0.0
981,Real,0,36,36,0.0,0.0
982,Real,0,36,36,0.0,0.0
983,Real,0,36,36,0.0,0.0
984,Real,0,36,36,0.0,0.0
985,Real,0,36,36,0.0,0.0
1022,Real,0,34,34,0.0,0.0
991,Real,0,36,36,0.0,0.0
992,Real,0,35,35,0.0,0.0
727,Real,0,36,36,0.0,0.0
730,Real,0,36,36,0.0,0.0
735,Real,0,36,36,0.0,0.0
736,Real,0,35,35,0.0,0.0
642,Real,0,36,36,0.0,0.0
648,Real,0,36,36,0.0,0.0
993,Real,0,36,36,0.0,0.0
994,Real,0,36,36,0.0,0.0
995,Real,0,35,35,0.0,0.0
996,Real,0,36,36,0.0,0.0
997,Real,0,35,35,0.0,0.0
998,Real,0,35,35,0.0,0.0
999,Real,0,36,36,0.0,0.0
1034,Real,0,36,36,0.0,0.0
1036,Real,0,36,36,0.0,0.0
1037,Real,0,36,36,0.0,0.0
1038,Real,0,35,35,0.0,0.0
1007,Real,0,35,35,0.0,0.0
1008,Real,0,35,35,0.0,0.0
1009,Real,0,36,36,0.0,0.0
1010,Real,0,36,36,0.0,0.0
1011,Real,0,36,36,0.0,0.0
1014,Real,0,36,36,0.0,0.0
1015,Real,0,36,36,0.0,0.0
1016,Real,0,36,36,0.0,0.0
1017,Real,0,36,36,0.0,0.0
1018,Real,0,36,36,0.0,0.0
1019,Real,0,35,35,0.0,0.0
1020,Real,0,36,36,0.0,0.0
382,Fake,0,35,35,0.0,0.0
651,Real,0,36,36,0.0,0.0
620,Real,0,36,36,0.0,0.0
621,Real,0,36,36,0.0,0.0
622,Real,0,35,35,0.0,0.0
623,Real,0,35,35,0.0,0.0
624,Real,0,36,36,0.0,0.0
625,Real,0,36,36,0.0,0.0
710,Real,0,36,36,0.0,0.0
712,Real,0,36,36,0.0,0.0
685,Real,0,36,36,0.0,0.0
686,Real,0,36,36,0.0,0.0
687,Real,0,36,36,0.0,0.0
104,Fake,36,0,36,100.0,0.0
1031,Real,0,36,36,0.0,0.0
1033,Real,0,36,36,0.0,0.0
1066,Real,0,35,35,0.0,0.0
1067,Real,0,34,34,0.0,0.0
1039,Real,0,36,36,0.0,0.0
1040,Real,0,35,35,0.0,0.0
1041,Real,0,36,36,0.0,0.0
1042,Real,0,36,36,0.0,0.0
1044,Real,0,36,36,0.0,0.0
113,Fake,36,0,36,100.0,0.0
517,Fake,36,0,36,100.0,0.0
1045,Real,0,36,36,0.0,0.0
1046,Real,0,36,36,0.0,0.0
1048,Real,0,35,35,0.0,0.0
1050,Real,0,36,36,0.0,0.0
1051,Real,0,36,36,0.0,0.0
1025,Real,0,35,35,0.0,0.0
1027,Real,0,36,36,0.0,0.0
670,Real,0,36,36,0.0,0.0
671,Real,0,35,35,0.0,0.0
1074,Real,0,36,36,0.0,0.0
1076,Real,0,36,36,0.0,0.0
1078,Real,0,36,36,0.0,0.0
1080,Real,0,36,36,0.0,0.0
1081,Real,0,36,36,0.0,0.0
1082,Real,0,36,36,0.0,0.0
1083,Real,0,36,36,0.0,0.0
1087,Real,0,36,36,0.0,0.0
1056,Real,0,36,36,0.0,0.0
1057,Real,0,36,36,0.0,0.0
1058,Real,0,36,36,0.0,0.0
1059,Real,0,36,36,0.0,0.0
1061,Real,0,36,36,0.0,0.0
1063,Real,0,36,36,0.0,0.0
1098,Real,0,35,35,0.0,0.0
1100,Real,0,36,36,0.0,0.0
1103,Real,0,35,35,0.0,0.0
1104,Real,0,36,36,0.0,0.0
1072,Real,0,36,36,0.0,0.0
689,Real,0,36,36,0.0,0.0
690,Real,0,36,36,0.0,0.0
691,Real,0,36,36,0.0,0.0
692,Real,0,36,36,0.0,0.0
693,Real,0,35,35,0.0,0.0
694,Real,0,35,35,0.0,0.0
695,Real,0,35,35,0.0,0.0
696,Real,0,36,36,0.0,0.0
697,Real,0,36,36,0.0,0.0
698,Real,0,36,36,0.0,0.0
700,Real,0,35,35,0.0,0.0
529,Fake,36,0,36,100.0,0.0
672,Real,0,36,36,0.0,0.0
673,Real,0,36,36,0.0,0.0
674,Real,0,36,36,0.0,0.0
675,Real,0,36,36,0.0,0.0
676,Real,0,36,36,0.0,0.0
677,Real,0,35,35,0.0,0.0
679,Real,0,36,36,0.0,0.0
681,Real,0,36,36,0.0,0.0
683,Real,0,36,36,0.0,0.0
684,Real,0,36,36,0.0,0.0
653,Real,0,35,35,0.0,0.0
655,Real,0,36,36,0.0,0.0
656,Real,0,36,36,0.0,0.0
408,Fake,0,36,36,0.0,0.0
1096,Real,0,35,35,0.0,0.0
1129,Real,0,34,34,0.0,0.0
1130,Real,0,35,35,0.0,0.0
1131,Real,0,36,36,0.0,0.0
1132,Real,0,35,35,0.0,0.0
1133,Real,0,36,36,0.0,0.0
1134,Real,0,34,34,0.0,0.0
431,Fake,0,35,35,0.0,0.0
444,Fake,36,0,36,100.0,0.0
1111,Real,0,36,36,0.0,0.0
1112,Real,0,36,36,0.0,0.0
1113,Real,0,36,36,0.0,0.0
1114,Real,0,36,36,0.0,0.0
1115,Real,0,36,36,0.0,0.0
1116,Real,0,35,35,0.0,0.0
1091,Real,0,36,36,0.0,0.0
1093,Real,0,36,36,0.0,0.0
803,Real,0,36,36,0.0,0.0
1190,Real,0,36,36,0.0,0.0
1163,Real,0,36,36,0.0,0.0
1164,Real,0,35,35,0.0,0.0
1191,Real,0,36,36,0.0,0.0
1166,Real,0,34,34,0.0,0.0
23,Fake,36,0,36,100.0,0.0
331,Fake,36,0,36,100.0,0.0
1144,Real,0,36,36,0.0,0.0
1121,Real,0,35,35,0.0,0.0
1122,Real,0,36,36,0.0,0.0
1123,Real,0,36,36,0.0,0.0
1124,Real,0,36,36,0.0,0.0
1125,Real,0,36,36,0.0,0.0
1126,Real,0,36,36,0.0,0.0
470,Fake,0,36,36,0.0,0.0
794,Real,0,36,36,0.0,0.0
796,Real,0,36,36,0.0,0.0
798,Real,0,36,36,0.0,0.0
799,Real,0,36,36,0.0,0.0
800,Real,0,36,36,0.0,0.0
610,Real,0,35,35,0.0,0.0
613,Real,0,36,36,0.0,0.0
614,Real,0,36,36,0.0,0.0
615,Real,0,36,36,0.0,0.0
616,Real,0,35,35,0.0,0.0
617,Real,0,36,36,0.0,0.0
618,Real,0,36,36,0.0,0.0
619,Real,0,36,36,0.0,0.0
39,Fake,0,36,36,0.0,0.0
801,Real,0,36,36,0.0,0.0
802,Real,0,36,36,0.0,0.0
